,game_id,rated,turns,victory_status,winner,moves,opening_eco,opening_classification,opening_name,opening_ply,move1,move2,move3,move4,move5,move6,move7,move8,move9,move10,white_wins,black_wins,draw,win_by_mate,win_by_resign,win_by_outoftime
16689,gWS3FrV3,TRUE,99,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'd6']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Caro Variation,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,d6,1,0,0,0,1,0
16690,2X95HfiC,TRUE,47,mate,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'Nd4']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Caro Variation,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,Nd4,1,0,0,1,0,0
16691,eq35lpgn,FALSE,115,mate,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'Nf6']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Caro Variation,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,Nf6,1,0,0,1,0,0
16692,DCVUmtCw,TRUE,102,resign,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'Nf6']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Caro Variation,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,Nf6,0,1,0,0,1,0
16693,JUT64Pid,FALSE,149,mate,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'Nd4']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Caro Variation,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,Nd4,1,0,0,1,0,0
16694,IK7LzwfD,TRUE,20,draw,draw,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'h6']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Caro Variation,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,h6,0,0,1,0,0,0
16695,QurxyQkA,TRUE,73,mate,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'd6']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Caro Variation,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,d6,1,0,0,1,0,0
16696,unM4W6yO,TRUE,30,resign,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Bc5', 'c3', 'Nf6']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Classical Defense Deferred,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Bc5,c3,Nf6,0,1,0,0,1,0
16697,kpJMrgVl,FALSE,31,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Bc5', 'O-O', 'b5']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Classical Defense Deferred,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Bc5,O-O,b5,1,0,0,0,1,0
16698,68pDsOt9,TRUE,27,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'Bc5']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Graz Variation,10,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,Bc5,1,0,0,0,1,0
16699,eDrZA9FT,TRUE,55,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'Na5']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Norwegian Variation |  Nightingale Gambit,11,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,Na5,1,0,0,0,1,0
16700,I14Uf8As,TRUE,80,resign,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'd6']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Caro Variation,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,d6,0,1,0,0,1,0
16701,yWmXh0F3,TRUE,80,resign,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'Nf6']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Caro Variation,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,Nf6,0,1,0,0,1,0
16702,C6wmpTxG,TRUE,55,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'Bb7']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Caro Variation,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,Bb7,1,0,0,0,1,0
16703,GrCFwAXq,TRUE,55,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'Bc5']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Graz Variation,10,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,Bc5,1,0,0,0,1,0
16704,OVHWb7eg,TRUE,92,resign,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'Bc5']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Graz Variation,10,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,Bc5,0,1,0,0,1,0
16705,jraGlBPe,FALSE,103,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'h6']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Caro Variation,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,h6,1,0,0,0,1,0
16706,QoAuqUUI,TRUE,88,draw,draw,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Bc5', 'O-O', 'Qe7']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Classical Defense Deferred,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Bc5,O-O,Qe7,0,0,1,0,0,0
16707,aDSfFuSg,TRUE,74,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Bc5', 'O-O', 'd6']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Classical Defense Deferred,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Bc5,O-O,d6,1,0,0,0,1,0
16708,sG4JlavM,TRUE,35,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'Nf6']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Caro Variation,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,Nf6,1,0,0,0,1,0
16709,Sz0uiUEV,TRUE,53,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Bc4', 'Nf6', 'Nc3', 'Be7']",C70,Ruy Lopez (Spanish opening),Ruy Lopez,6,e4,e5,Nf3,Nc6,Bb5,a6,Bc4,Nf6,Nc3,Be7,1,0,0,0,1,0
16710,NpMkvm69,TRUE,59,mate,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Be2', 'Nf6', 'Nc3', 'Bc5']",C70,Ruy Lopez (Spanish opening),Ruy Lopez,6,e4,e5,Nf3,Nc6,Bb5,a6,Be2,Nf6,Nc3,Bc5,1,0,0,1,0,0
16711,hbfERnNa,TRUE,47,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Bc5', 'O-O', 'Bb6']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Classical Defense Deferred,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Bc5,O-O,Bb6,1,0,0,0,1,0
16712,qeNryRmX,TRUE,37,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'Nf6']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Caro Variation,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,Nf6,1,0,0,0,1,0
16713,zupc3Fqb,TRUE,68,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'Nd4']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Caro Variation,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,Nd4,1,0,0,0,1,0
16714,WoF7Oae1,TRUE,37,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'a5']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Caro Variation,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,a5,1,0,0,0,1,0
16715,QurxyQkA,TRUE,73,mate,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'd6']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Caro Variation,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,d6,1,0,0,1,0,0
16716,NrfJ2vsk,TRUE,55,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'h6']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Caro Variation,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,h6,1,0,0,0,1,0
16717,ziaJir1p,TRUE,154,outoftime,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'Nf6']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Caro Variation,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,Nf6,0,1,0,0,0,1
16718,iQcJqNpa,FALSE,65,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'Nf6']",C70,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Caro Variation,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,Nf6,1,0,0,0,1,0
16719,ePXCD390,TRUE,29,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5', 'Bb3', 'd6']",C71,Ruy Lopez (Spanish opening),Ruy Lopez: Noah's Ark Trap,16,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,d6,1,0,0,0,1,0
16720,zcqgxDTl,TRUE,52,resign,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'd6', 'Bxc6+', 'bxc6']",C71,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Modern Steinitz Defense #2,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,d6,Bxc6+,bxc6,0,1,0,0,1,0
16721,xnV49Gkz,TRUE,60,resign,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'd6', 'Bxc6+', 'bxc6']",C71,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Modern Steinitz Defense #2,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,d6,Bxc6+,bxc6,0,1,0,0,1,0
16722,8PLe6htc,TRUE,80,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'd6', 'd4', 'exd4']",C71,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Modern Steinitz Defense #2,8,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,d6,d4,exd4,1,0,0,0,1,0
16723,Zoupu2mU,TRUE,23,mate,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'd6', 'O-O', 'Bd7']",C72,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Modern Steinitz Defense,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,d6,O-O,Bd7,1,0,0,1,0,0
16724,PQFRGJSE,TRUE,21,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'd6', 'O-O', 'Bd7']",C72,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Modern Steinitz Defense,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,d6,O-O,Bd7,1,0,0,0,1,0
16725,gJrJZ8oR,TRUE,56,resign,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'd6', 'O-O', 'Bg4']",C72,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Modern Steinitz Defense,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,d6,O-O,Bg4,0,1,0,0,1,0
16726,m2VMqNxl,TRUE,73,resign,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'd6', 'O-O', 'Bg4']",C72,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Modern Steinitz Defense,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,d6,O-O,Bg4,0,1,0,0,1,0
16727,SlfXYiJg,TRUE,106,resign,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'd6', 'O-O', 'a6', 'Ba4', 'Bd7']",C72,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Modern Steinitz Defense,9,e4,e5,Nf3,Nc6,Bb5,d6,O-O,a6,Ba4,Bd7,0,1,0,0,1,0
16728,6pl3uRpO,TRUE,105,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'd6', 'O-O', 'a6', 'Ba4', 'Bg4']",C72,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Modern Steinitz Defense,9,e4,e5,Nf3,Nc6,Bb5,d6,O-O,a6,Ba4,Bg4,1,0,0,0,1,0
16729,89g8N1t6,TRUE,54,resign,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'd6', 'c3', 'Nf6']",C74,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Modern Steinitz Defense,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,d6,c3,Nf6,0,1,0,0,1,0
16730,4iJWRVPj,TRUE,53,resign,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'c3', 'Nxe4']",C74,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Jaffe Gambit,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,c3,Nxe4,0,1,0,0,1,0
16731,Ugve7WE3,TRUE,141,outoftime,draw,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'c3', 'b5']",C74,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Jaffe Gambit,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,c3,b5,0,0,1,0,0,1
16732,jQgvdXzZ,TRUE,70,draw,draw,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'd6', 'c3', 'Bd7']",C75,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Modern Steinitz Defense #2,10,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,d6,c3,Bd7,0,0,1,0,0,0
16733,dJEtAQp7,TRUE,28,resign,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'Nc3', 'Be7']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Tarrasch Variation,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,Nc3,Be7,0,1,0,0,1,0
16734,xYEVgk0W,TRUE,11,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'Nf6', 'd4', 'a6', 'Ba4', 'd6']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Mackenzie Variation,9,e4,e5,Nf3,Nc6,Bb5,Nf6,d4,a6,Ba4,d6,1,0,0,0,1,0
16735,TpJErHGl,TRUE,98,resign,black,"['e4', 'Nf6', 'Nc3', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Tarrasch Variation,9,e4,Nf6,Nc3,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,0,1,0,0,1,0
16736,z5LasHEr,TRUE,98,resign,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'Nc3', 'Bb4']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Tarrasch Variation,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,Nc3,Bb4,0,1,0,0,1,0
16737,7OkcsUyG,FALSE,51,mate,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'Nf6', 'Nc3', 'a6', 'Ba4', 'b5']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Tarrasch Variation,9,e4,e5,Nf3,Nc6,Bb5,Nf6,Nc3,a6,Ba4,b5,1,0,0,1,0,0
16738,d0x10Mrb,FALSE,108,resign,white,"['e4', 'e5', 'Nf3', 'Nf6', 'Nc3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'b5']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Tarrasch Variation,9,e4,e5,Nf3,Nf6,Nc3,Nc6,Bb5,a6,Ba4,b5,1,0,0,0,1,0
16739,xuvv5bw3,TRUE,109,mate,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'd3', 'd5']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Anderssen Variation,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,d3,d5,1,0,0,1,0,0
16740,VqgMIpfs,TRUE,38,resign,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'd3', 'Bc5']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Anderssen Variation,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,d3,Bc5,0,1,0,0,1,0
16741,kSRKW4At,TRUE,24,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'd3', 'Bc5']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Anderssen Variation,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,d3,Bc5,1,0,0,0,1,0
16742,9DT6udPi,TRUE,32,resign,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'd3', 'b5']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Anderssen Variation,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,d3,b5,0,1,0,0,1,0
16743,Zdhs1waP,TRUE,92,mate,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'Qe2', 'b5']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Wormald Attack,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,Qe2,b5,0,1,0,1,0,0
16744,pcP9ZvmA,TRUE,75,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'd3', 'd6']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Anderssen Variation,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,d3,d6,1,0,0,0,1,0
16745,bCKTftWE,TRUE,83,resign,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'd3', 'd6']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Anderssen Variation,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,d3,d6,0,1,0,0,1,0
16746,9sZ9GWLL,TRUE,53,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Nc3', 'Nf6', 'Bb5', 'a6', 'Ba4', 'b5']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Tarrasch Variation,9,e4,e5,Nf3,Nc6,Nc3,Nf6,Bb5,a6,Ba4,b5,1,0,0,0,1,0
16747,CaKTqCEQ,TRUE,99,mate,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'd3', 'b5']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Anderssen Variation,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,d3,b5,1,0,0,1,0,0
16748,W15zgXKL,TRUE,106,outoftime,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'd3', 'd6']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Anderssen Variation,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,d3,d6,0,1,0,0,0,1
16749,32B9XqgM,TRUE,53,mate,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'Nc3', 'Bb4']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Tarrasch Variation,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,Nc3,Bb4,1,0,0,1,0,0
16750,hgwn2QJz,TRUE,35,mate,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'd3', 'Bc5']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Anderssen Variation,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,d3,Bc5,1,0,0,1,0,0
16751,WPk9Kwqq,TRUE,73,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'd3', 'b5']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Anderssen Variation,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,d3,b5,1,0,0,0,1,0
16752,np8N2iNw,TRUE,60,mate,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'd3', 'd6']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Anderssen Variation,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,d3,d6,0,1,0,1,0,0
16753,kg5EXAMH,TRUE,98,resign,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'd3', 'b5']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Anderssen Variation,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,d3,b5,0,1,0,0,1,0
16754,1XV6WCtF,TRUE,58,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'Nc3', 'd5']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Tarrasch Variation,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,Nc3,d5,1,0,0,0,1,0
16755,j7WgO6Pq,TRUE,46,mate,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'd3', 'Bc5']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Anderssen Variation,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,d3,Bc5,0,1,0,1,0,0
16756,dJEtAQp7,TRUE,28,resign,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'Nc3', 'Be7']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Tarrasch Variation,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,Nc3,Be7,0,1,0,0,1,0
16757,8FT6AXFv,FALSE,48,mate,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'Nc3', 'b5']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Tarrasch Variation,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,Nc3,b5,0,1,0,1,0,0
16758,7qY9L7W1,TRUE,58,resign,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'd4', 'exd4']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Mackenzie Variation,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,d4,exd4,0,1,0,0,1,0
16759,ieP9U8xx,FALSE,74,mate,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'Qe2', 'Be7']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Wormald Attack,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,Qe2,Be7,0,1,0,1,0,0
16760,I6kEtNAZ,FALSE,33,resign,white,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'd3', 'd6']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Anderssen Variation,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,d3,d6,1,0,0,0,1,0
16761,BRwV7Pcy,TRUE,62,resign,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'Nc3', 'b5']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Tarrasch Variation,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,Nc3,b5,0,1,0,0,1,0
16762,xiHZ2Yz5,TRUE,100,mate,black,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Ba4', 'Nf6', 'Nc3', 'b5']",C77,Ruy Lopez (Spanish opening),Ruy Lopez: Morphy Defense |  Tarrasch Variation,9,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,Nf6,Nc3,b5,0,1,0,1,0,0
